host_country,uie_country,evidence_bucket,lei_count,known_uie_count,inferred_uie_count,model_only_count,avg_uie_confidence
TH,KR,A_hard_or_verified,4,4,0,0,1.0
TH,MY,A_hard_or_verified,4,4,0,0,1.0
VN,JP,A_hard_or_verified,4,4,0,0,1.0
VN,KR,A_hard_or_verified,4,4,0,0,1.0
BN,ASIA_OTHER,E_model_only,3,0,3,3,0.9842
BN,GB,C_name_inferred,3,0,3,0,1.0
ID,DE,C_name_inferred,3,0,3,0,1.0
ID,KR,A_hard_or_verified,3,3,0,0,1.0
ID,US,C_name_inferred,3,0,3,0,1.0
KH,AMERICAS_OTHER,E_model_only,3,0,3,3,0.9978
KH,EUROPE,E_model_only,3,0,3,3,0.8365
KH,MY,A_hard_or_verified,3,3,0,0,1.0
KH,US,A_hard_or_verified,3,3,0,0,1.0
MY,BZ,A_hard_or_verified,3,3,0,0,1.0
MY,FI,D_address_inferred,3,0,3,0,0.7
MY,FR,C_name_inferred,3,0,3,0,1.0
MY,GH,D_address_inferred,3,0,3,0,0.7
MY,HK,A_hard_or_verified,3,3,0,0,1.0
MY,JE,A_hard_or_verified,3,3,0,0,1.0
MY,KY,A_hard_or_verified,3,3,0,0,1.0
MY,OTHER,E_model_only,3,0,3,3,0.6377
MY,SE,A_hard_or_verified,3,3,0,0,1.0
MY,SG,C_name_inferred,3,0,3,0,1.0
PH,ASIA_OTHER,E_model_only,3,0,3,3,0.2494
PH,HK,A_hard_or_verified,3,3,0,0,1.0
PH,IE,A_hard_or_verified,3,3,0,0,1.0
PH,KY,A_hard_or_verified,3,3,0,0,1.0
PH,LU,A_hard_or_verified,3,3,0,0,1.0
PH,SG,A_hard_or_verified,3,3,0,0,1.0
PH,US,C_name_inferred,3,0,3,0,1.0
SG,BM,C_name_inferred,3,0,3,0,1.0
SG,ES,A_hard_or_verified,3,3,0,0,1.0
SG,GG,A_hard_or_verified,3,3,0,0,1.0
SG,MU,B_parent_or_exception,3,3,0,0,0.85
SG,NO,C_name_inferred,3,0,3,0,0.9825
SG,PT,A_hard_or_verified,3,3,0,0,1.0
SG,RU,A_hard_or_verified,3,3,0,0,1.0
SG,US,B_parent_or_exception,3,3,0,0,0.85
SG,VG,C_name_inferred,3,0,3,0,0.9762
SG,VN,A_hard_or_verified,3,3,0,0,0.99
SG,VN,D_address_inferred,3,0,3,0,0.6
TH,DK,A_hard_or_verified,3,3,0,0,1.0
TH,IT,A_hard_or_verified,3,3,0,0,1.0
TH,OFFSHORE,E_model_only,3,0,3,3,0.2837
TH,SE,A_hard_or_verified,3,3,0,0,1.0
TH,SG,D_address_inferred,3,0,3,0,0.6
TH,TR,A_hard_or_verified,3,3,0,0,1.0
TH,US,C_name_inferred,3,0,3,0,1.0
ID,AU,A_hard_or_verified,2,2,0,0,1.0
ID,BE,A_hard_or_verified,2,2,0,0,1.0
ID,BM,A_hard_or_verified,2,2,0,0,1.0
ID,CA,A_hard_or_verified,2,2,0,0,1.0
ID,DK,A_hard_or_verified,2,2,0,0,1.0
ID,GB,B_parent_or_exception,2,2,0,0,0.85
ID,GB,C_name_inferred,2,0,2,0,1.0
ID,GB,D_address_inferred,2,0,2,0,0.6
ID,IT,A_hard_or_verified,2,2,0,0,1.0
ID,JE,A_hard_or_verified,2,2,0,0,1.0
ID,KR,B_parent_or_exception,2,2,0,0,0.85
ID,KY,A_hard_or_verified,2,2,0,0,1.0
ID,NO,A_hard_or_verified,2,2,0,0,1.0
ID,SE,A_hard_or_verified,2,2,0,0,1.0
ID,TW,A_hard_or_verified,2,2,0,0,1.0
MY,AU,A_hard_or_verified,2,2,0,0,1.0
MY,CN,A_hard_or_verified,2,2,0,0,1.0
MY,DE,D_address_inferred,2,0,2,0,0.67
MY,DK,A_hard_or_verified,2,2,0,0,1.0
MY,IT,D_address_inferred,2,0,2,0,0.69
MY,JP,D_address_inferred,2,0,2,0,0.7
MY,KR,A_hard_or_verified,2,2,0,0,1.0
MY,MU,A_hard_or_verified,2,2,0,0,1.0
MY,NZ,A_hard_or_verified,2,2,0,0,1.0
MY,US,C_name_inferred,2,0,2,0,1.0
MY,VG,A_hard_or_verified,2,2,0,0,1.0
MY,VG,D_address_inferred,2,0,2,0,0.7
PH,DK,A_hard_or_verified,2,2,0,0,1.0
SG,AU,B_parent_or_exception,2,2,0,0,0.875
SG,BR,A_hard_or_verified,2,2,0,0,1.0
SG,BS,A_hard_or_verified,2,2,0,0,1.0
SG,BS,B_parent_or_exception,2,2,0,0,0.85
SG,CY,A_hard_or_verified,2,2,0,0,1.0
SG,CY,D_address_inferred,2,0,2,0,0.6
SG,HK,C_name_inferred,2,0,2,0,1.0
SG,IL,A_hard_or_verified,2,2,0,0,1.0
SG,JE,B_parent_or_exception,2,2,0,0,0.85
SG,JP,B_parent_or_exception,2,2,0,0,0.85
SG,LU,B_parent_or_exception,2,2,0,0,0.875
SG,MU,C_name_inferred,2,0,2,0,0.98
SG,MY,C_name_inferred,2,0,2,0,1.0
SG,NL,B_parent_or_exception,2,2,0,0,0.85
SG,TH,E_model_only,2,0,2,2,0.7091
SG,TR,D_address_inferred,2,0,2,0,0.6
SG,VG,B_parent_or_exception,2,2,0,0,0.85
TH,AU,A_hard_or_verified,2,2,0,0,1.0
TH,CH,B_parent_or_exception,2,2,0,0,0.85
TH,DE,D_address_inferred,2,0,2,0,0.6
TH,FI,A_hard_or_verified,2,2,0,0,1.0
TH,GB,C_name_inferred,2,0,2,0,1.0
TH,HK,A_hard_or_verified,2,2,0,0,1.0
TH,IE,A_hard_or_verified,2,2,0,0,1.0
TH,SG,B_parent_or_exception,2,2,0,0,0.85
VN,CH,C_name_inferred,2,0,2,0,1.0
VN,DK,A_hard_or_verified,2,2,0,0,1.0
VN,FI,A_hard_or_verified,2,2,0,0,1.0
VN,LU,A_hard_or_verified,2,2,0,0,1.0
VN,PT,A_hard_or_verified,2,2,0,0,1.0
VN,TH,A_hard_or_verified,2,2,0,0,1.0
BN,DE,A_hard_or_verified,1,1,0,0,1.0
BN,US,A_hard_or_verified,1,1,0,0,1.0
ID,AT,A_hard_or_verified,1,1,0,0,1.0
ID,CH,B_parent_or_exception,1,1,0,0,0.85
ID,CN,A_hard_or_verified,1,1,0,0,1.0
ID,DK,B_parent_or_exception,1,1,0,0,0.85
ID,HK,A_hard_or_verified,1,1,0,0,1.0
ID,IE,A_hard_or_verified,1,1,0,0,1.0
ID,LU,A_hard_or_verified,1,1,0,0,1.0
ID,LU,B_parent_or_exception,1,1,0,0,0.9
ID,MU,A_hard_or_verified,1,1,0,0,1.0
ID,NL,B_parent_or_exception,1,1,0,0,0.85
ID,SG,B_parent_or_exception,1,1,0,0,0.85
ID,TR,A_hard_or_verified,1,1,0,0,1.0
ID,VG,A_hard_or_verified,1,1,0,0,1.0
KH,CA,A_hard_or_verified,1,1,0,0,1.0
KH,FR,A_hard_or_verified,1,1,0,0,1.0
KH,GB,A_hard_or_verified,1,1,0,0,1.0
LA,DE,A_hard_or_verified,1,1,0,0,1.0
MM,US,A_hard_or_verified,1,1,0,0,1.0
MY,AT,A_hard_or_verified,1,1,0,0,1.0
MY,BD,A_hard_or_verified,1,1,0,0,1.0
MY,BM,A_hard_or_verified,1,1,0,0,1.0
MY,DJ,A_hard_or_verified,1,1,0,0,1.0
MY,FI,A_hard_or_verified,1,1,0,0,1.0
MY,GH,A_hard_or_verified,1,1,0,0,1.0
MY,IT,B_parent_or_exception,1,1,0,0,0.9
MY,JE,C_name_inferred,1,0,1,0,1.0
MY,KW,A_hard_or_verified,1,1,0,0,1.0
MY,LU,A_hard_or_verified,1,1,0,0,1.0
MY,PA,A_hard_or_verified,1,1,0,0,1.0
MY,PA,D_address_inferred,1,0,1,0,0.73
MY,SG,B_parent_or_exception,1,1,0,0,0.85
MY,TR,A_hard_or_verified,1,1,0,0,1.0
MY,TW,A_hard_or_verified,1,1,0,0,1.0
PH,AE,A_hard_or_verified,1,1,0,0,1.0
PH,AT,A_hard_or_verified,1,1,0,0,1.0
PH,AU,A_hard_or_verified,1,1,0,0,1.0
PH,CA,C_name_inferred,1,0,1,0,1.0
PH,DE,C_name_inferred,1,0,1,0,1.0
PH,EUROPE,E_model_only,1,0,1,1,0.2634
PH,FI,A_hard_or_verified,1,1,0,0,1.0
PH,IN,A_hard_or_verified,1,1,0,0,1.0
PH,IT,A_hard_or_verified,1,1,0,0,1.0
PH,MU,A_hard_or_verified,1,1,0,0,1.0
PH,MX,A_hard_or_verified,1,1,0,0,1.0
PH,MY,A_hard_or_verified,1,1,0,0,1.0
PH,NL,B_parent_or_exception,1,1,0,0,0.85
PH,NO,A_hard_or_verified,1,1,0,0,1.0
PH,NZ,A_hard_or_verified,1,1,0,0,1.0
PH,SE,A_hard_or_verified,1,1,0,0,1.0
PH,SG,B_parent_or_exception,1,1,0,0,0.85
PH,TH,A_hard_or_verified,1,1,0,0,1.0
PH,TW,A_hard_or_verified,1,1,0,0,1.0
SG,AT,C_name_inferred,1,0,1,0,1.0
SG,BD,A_hard_or_verified,1,1,0,0,1.0
SG,BM,B_parent_or_exception,1,1,0,0,0.85
SG,CA,C_name_inferred,1,0,1,0,1.0
SG,CY,C_name_inferred,1,0,1,0,1.0
SG,DE,B_parent_or_exception,1,1,0,0,0.85
SG,DK,B_parent_or_exception,1,1,0,0,0.85
SG,GB,B_parent_or_exception,1,1,0,0,0.85
SG,GR,A_hard_or_verified,1,1,0,0,1.0
SG,ID,C_name_inferred,1,0,1,0,1.0
SG,IM,A_hard_or_verified,1,1,0,0,1.0
SG,IT,B_parent_or_exception,1,1,0,0,0.85
SG,IT,C_name_inferred,1,0,1,0,1.0
SG,MH,A_hard_or_verified,1,1,0,0,1.0
SG,MT,B_parent_or_exception,1,1,0,0,0.85
SG,NL,C_name_inferred,1,0,1,0,1.0
SG,QA,A_hard_or_verified,1,1,0,0,1.0
SG,TR,A_hard_or_verified,1,1,0,0,1.0
SG,ZA,A_hard_or_verified,1,1,0,0,1.0
TH,CA,A_hard_or_verified,1,1,0,0,1.0
TH,CN,A_hard_or_verified,1,1,0,0,1.0
TH,DE,C_name_inferred,1,0,1,0,1.0
TH,DK,C_name_inferred,1,0,1,0,1.0
TH,FR,C_name_inferred,1,0,1,0,1.0
TH,GB,B_parent_or_exception,1,1,0,0,0.85
TH,KY,A_hard_or_verified,1,1,0,0,1.0
TH,LU,C_name_inferred,1,0,1,0,1.0
TH,NL,C_name_inferred,1,0,1,0,1.0
TH,NO,A_hard_or_verified,1,1,0,0,1.0
TH,PL,A_hard_or_verified,1,1,0,0,1.0
TH,TW,A_hard_or_verified,1,1,0,0,1.0
TH,US,B_parent_or_exception,1,1,0,0,0.85
TH,VG,A_hard_or_verified,1,1,0,0,1.0
VN,AT,A_hard_or_verified,1,1,0,0,1.0
VN,AT,B_parent_or_exception,1,1,0,0,0.85
VN,AU,A_hard_or_verified,1,1,0,0,1.0
VN,CZ,A_hard_or_verified,1,1,0,0,1.0
VN,DE,C_name_inferred,1,0,1,0,1.0
VN,GB,C_name_inferred,1,0,1,0,1.0
VN,HK,A_hard_or_verified,1,1,0,0,1.0
VN,IN,A_hard_or_verified,1,1,0,0,1.0
VN,KR,B_parent_or_exception,1,1,0,0,0.85
VN,MY,A_hard_or_verified,1,1,0,0,0.97
VN,NO,A_hard_or_verified,1,1,0,0,1.0
VN,NZ,A_hard_or_verified,1,1,0,0,1.0
VN,SE,A_hard_or_verified,1,1,0,0,1.0
VN,SG,E_model_only,1,0,1,1,0.8342
